,Unnamed: 0,id,username,created_at,note,followers_count,following_count,statuses_count
13,13,106991,GeorgiaLogCabin,2016-12-07T01:27:58.000Z,"you don't have to be from georgia to follow us! news for conservative, libertarian, independent & moderate gay, lesbian & straight republicans #gagop #gapol",14113,6762,18325
61,61,101026,BardParker,2016-12-01T20:55:41.000Z,"i'm guessing that if you don't put something here it's set up to put something here for you, and if you don't want a machine or tech support speaking for you, you should fill this space.",7388,5063,460471
94,94,1086855,JoeMengele67,2019-04-25T16:03:59.000Z,"i am a proud national socialist. ""and the scales were lifted from my eyes.""- adolf hitler. i challenge all white men and women to take up the vengeful sword of the one true god and fight with me against the filthy evil jew and his minions. read: john 8:44. meine ehre hei t treue! 14/88. us navy vet, husband, father and grandpa. my pronouns are fuck you, you degenerate trash. friends, let's not beat around the bush anymore; hitler was admittedly a protestant christian and always will be.",1219,1049,17268
242,242,1109113,Death2TheLeft,2019-05-16T17:13:02.000Z,i like long walks in the woods and jewish expulsions. dark humor parody account rife with edgy antisemitisms and racial bantery. or is it,2677,3276,110081
284,284,1105452,danthemason,2019-05-12T23:38:00.000Z,justice can t be rooted in falsehoodfreedom is non-negotiablethere is objective reality.evil exists.strive for testicular fortitudeachieve pragmatic intelligencedanthemason.com,4527,9230,12531
288,288,101857,SpatialRecognition,2016-12-03T20:25:36.000Z,former pro musicianfringe,1108,1140,110
444,444,1132426,Moonshadow312,2019-06-13T01:20:27.000Z,proudly banned from multiple social media platforms.,1663,2500,2819
479,479,1060065,Jonah210,2019-03-22T19:28:16.000Z,"i am just an average guy who has had his eyes open to the truth, or at least some of it. everything i've ever believed about my country, my world, my species is up for debate. i worship no graven images, no false idols and no human beings, no political parties and no ideologies.",789,1709,7017
499,499,1014484,kirkcp,2019-03-04T21:05:05.000Z,"our people will know peace when the sons of europe raise the dragon against the state of israel and it's international co-conspirators.one people, one struggle, one fight.europa music 3/75 ranger regimentsua sponterltw",2118,2223,26758
796,796,103248,outlawjjsmith,2016-12-06T22:21:38.000Z,"100% trump :chad: usa, wwg1wga, mega, retired air force special operations conservative christian, back the blue, iii% guardians of freedom :qanon: :snek:",5961,9368,17237
803,803,1042584,SirBatman,2019-03-14T03:18:52.000Z,"exposing evil and their lies.not here for personal dm's especially from hookerbot accounts. my long time relationship with catwoman, is well, difficult enough. have information or research you wish to share, send links with info.",5680,5979,214620
808,808,1029091,Archer45,2019-03-10T02:55:24.000Z,"the further a society drifts from the truth, the more it will hate those that speak it. - george orwell",2866,4485,22433
849,849,1184843,Mojo_Risin,2019-07-14T14:23:58.937Z,"i can only show you the door, you are the one that needs to walk through",6159,6226,1571
855,855,1041469,Sslade50,2019-03-14T00:07:38.000Z,"mom, wife, friend to many! loyal to the bone unless you do me wrong! standing up for what is right love my country! protect our constitution and our civil liberties god bless america! #maga truth! freedom warrior patriot and want to protect the 1a & 2a no dm's plz!",3666,5933,7215
910,910,102662,JCHR,2016-12-06T10:04:05.000Z,"we need small government, but big people. destroy globalism and the fraudulent un, who, eu and the wef. claims of man-made climate change are unscientific and covid a tyrannical crime.""no weapon formed against me shall prosper; and every tongue that arises against me in judgment i shall condemn.""re-posts = endorsements.",5124,4973,39901
917,917,1019980,GT777,2019-03-06T15:53:43.000Z,,4226,5093,61079
927,927,117129,racketmensch,2016-12-10T22:58:01.000Z,"""worst public transportation surveillance video release policy ever!""",5043,5328,2754
955,955,1030332,OperationRubicon,2019-03-10T17:31:50.000Z,"in the beginning of a change the patriot is a scarce man, and brave, and hated and scorned. when his cause succeeds, the timid join him, for then it costs nothing to be a patriot. mark twain""those who would give up essential liberty to purchase a little temporary safety deserve neither liberty nor safety."" #militantchristian #maga #wwg1wga i won t follow people with locked accounts!",1972,2297,16386
1256,1256,113146,AnonymousMe2,2016-12-09T06:16:22.000Z,"in the beginning of a change the patriot is a scarce man, and brave, and hated and scorned. when his cause succeeds, the timid join him, for then it costs nothing to be a patriot. mark twain""those who would give up essential liberty to purchase a little temporary safety deserve neither liberty nor safety.""and epstein didn't kill himself.#weaponizedautisti'm the right wing extremist dhs warned you",2430,3343,26953
1355,1355,1012200,uvb,2019-03-04T06:39:41.000Z,"free your mind free the world trump won.love is my source. god is my being . i post what i find interesting, i don t necessarily agree with everything i post, but i won t let my own biases and judgements stop me from sharing other views.i post more than i chat.i follow back all patriots, soldiers and anons. exceptions are complete dickheads and private accounts",1775,2248,8631
1400,1400,1147505,Adamocles,2019-06-30T00:39:10.000Z,nose noticer.,229,276,5899
1437,1437,1034537,BarelyEagle,2019-03-11T22:03:39.000Z,xychaotic neutral you can also find me on twitch:twitch.tv/hasanabi,6863,391,159101
1438,1438,1175979,Line_Doggie,2019-07-11T13:20:18.168Z,"my faith is that; if someone is still alive, there s a reason for their life.",189,137,7347
1442,1442,104448,Tonian,2016-12-06T23:17:10.000Z,"no forgiveness, no mercygenocide they declaredgenocide it will be",2346,2701,19328
1489,1489,1051769,RealBlairCottrell,2019-03-17T15:57:54.000Z,australian. highly censored.diet plans & online coaching telegram: me here:,15306,250,3131
1545,1545,114126,threesevens,2016-12-10T05:47:20.000Z,,72703,545,10189
1550,1550,1054174,Xeynas,2019-03-18T17:46:15.000Z,"nic/gerametuer vocalist, unordained preacher, and technomancer fake jews niggers trannies and pedophiles should all be shot change my mindmy metal cover youtube channel",16,34,453
1672,1672,1106396,FREED0M4AllofUs,2019-05-14T02:15:21.000Z,"just someone living center-right of sanity. trying to see where the clues will take me, while employing a little digital sleight-of-hand to keep the trolls at bay. well read, well versed, but far from perfect. thank god for spell-check, otherwise, i'd probably come off like a mad fool.",1553,1558,35887
1674,1674,1050911,Horsebreath,2019-03-17T02:34:55.000Z,"diminished by their parents sins, our children will hear that citizens sharpened swords by which the parthian foe should have perished, will hear of civil war.which god will the people call to the aid of their falling empire? with what prayer will the cestal virgins beseech their goddess, dead to their litanies?to whom will jupiter assign the role of expiating our sin? horace ode 1.2",529,839,12122
1693,1693,1006294,Kan2,2019-03-02T18:31:18.000Z,in order to discover the character of people we have only to observe what they love. st. augustine,1477,191,1590
1812,1812,1034671,bankersenemy,2019-03-11T22:29:02.000Z,,633,1161,3646
1846,1846,1165719,rightbear,2019-07-10T14:55:56.984Z,,477,517,1
1847,1847,1075755,Tatteous,2019-04-09T23:53:21.000Z,married.i was never into politics until president donald trump showed me how corrupt the swamp really is. it is well past time that we take back our country and give her back the dignity that she deserves.,274,329,6781
1891,1891,1066733,PanShot,2019-03-29T00:50:45.000Z,"""to my way a thinkin', that fella with the pots & pans don't fight fair""",3709,5759,74587
1922,1922,1143159,Terraaqua,2019-06-26T10:02:55.000Z,,-72,-108,7423
1941,1941,1097142,mschutz,2019-05-06T16:57:57.000Z,jesus open up our eyes to the evil of this world,46,101,21
1943,1943,113257,CatWoman6,2016-12-09T12:28:43.000Z,"""i know you won't believe me, but the highest form of human excellence is to question oneself and others."" - socrates",181,411,97
2030,2030,1022792,Just_Sayin,2019-03-07T12:33:20.000Z,"if you think my typos are bad, you should see my cursive writing.",220,81,11695
2096,2096,112235,sangelic777,2016-12-08T09:23:57.000Z,"meme lord.i will probably annoy you.anti-statist voluntarist. areligious. no qtard or state-sponsored nazi provocateurs, please.freedom is ultimately darwinist efficiency.""think for yourselves and let others enjoy the privilege to do so, too."" - evelyn beatrice hall",777,285,18712
2134,2134,1028296,hmto,2019-03-09T20:35:39.000Z,,133,275,4542
2238,2238,107776,MissMaryG,2016-12-07T03:14:48.000Z,"follow and follow back! force them to hear our voices as one!! #americafirst*please follow my group pictures to love it s a brief moment of calmness! i can t wait to see what you share! *author of the book ever enduring - the number after you. working on book 2*proud grandmother to incredibly smart grandchildren. *""the only way to deal with an unfree world is to become so absolutely free that your very existence is an act of rebellion."" - albert camus",4251,7027,1480
2292,2292,1015110,46casper,2019-03-04T23:40:26.000Z,"""i know you won't believe me, but the highest form of human excellence is to question oneself and others."" - socrates",1453,1468,58101
2308,2308,1050545,JetAUS,2019-03-16T22:02:53.000Z,give yourself authority.anzac,314,448,5051
2314,2314,1148650,Alternative_Niallity,2019-07-01T14:39:16.000Z,,219,355,1627
2349,2349,1096071,shanexx,2019-05-05T15:22:22.000Z,,129,295,4075
2370,2370,1014128,Patpend,2019-03-04T19:27:38.000Z,"""congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech""patent lawyer and supporter of the u.s. constitution",8764,6931,20820
2376,2376,117798,Greenbeen,2016-12-11T14:58:27.000Z,"please, no chat requests. i won't answer them.",963,1388,22026
2399,2399,1084543,Pale_Horse_Rider_1776,2019-04-21T12:39:51.000Z,,223,328,292
2488,2488,1137235,Opheliasflowers,2019-06-18T17:04:15.000Z,,309,369,6961
2492,2492,102404,w0tn0t,2016-12-05T15:36:48.000Z,"australian conservative.#stopwhitegenocideinsouthafrica #bansharia #banhizbuttahrir #banireaviolence not condonedam anti-islam, lefties, unions. #nevertrustlabor #keeplaborout #nevertrustalbanesepc is a mental illnesstwitter account suspended - they can't handle facts & the truth about the islamic cult",1887,1142,69109
